LL_LAT,LL_LON,UL_LAT,UL_LON,UR_LAT,UR_LON,LR_LAT,LR_LON,MISSION,ROLL,FRAME,YYYYMMDD,NADIR_LAT,NADIR_LON,SQ_KM_AREA,ORIENTATION,URL
-1.998209,-42.863502,-2.329502,-43.559049,-3.006342,-43.140804,-2.675049,-42.445257,ISS048,E,50660,20160807,-4.1,-46.3,7543,-67.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS048/ISS048-E-50660.JPG
-10.049482,15.815823,-10.425214,15.391417,-10.993506,15.981569,-10.617774,16.405975,ISS067,E,170288,20220629,-11.3,18.2,5640,-47.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-170288.JPG
-10.071388,34.283382,-10.922042,34.263612,-11.007517,34.881894,-10.156864,34.901664,ISS062,E,103282,20200320,-8.3,33.7,6428,269.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-103282.JPG
-10.086955,-47.353505,-11.252845,-46.865246,-10.805644,-46.165472,-9.639753,-46.653731,ISS024,E,6004,20100614,-12.5,-47.2,12603,-64.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS024/ISS024-E-6004.JPG
-10.099831,-55.085807,-10.646210,-54.935944,-10.498159,-54.157638,-9.951780,-54.307501,ISS063,E,31901,20200621,-11.8,-53.5,5455,16.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-31901.JPG
-10.104906,34.584312,-9.988697,34.051426,-10.760656,33.937548,-10.876865,34.470434,ISS062,E,103278,20200320,-8.5,33.5,5174,261.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-103278.JPG
-10.128209,-36.894358,-10.727770,-36.869797,-10.746393,-36.064031,-10.146832,-36.088592,ISS065,E,439824,20211002,-12.3,-36.0,5882,2.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-439824.JPG
-10.136294,-36.877578,-10.740928,-36.859547,-10.756052,-36.059235,-10.151418,-36.077266,ISS065,E,439822,20211002,-12.3,-36.0,5893,1.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-439822.JPG
-10.143751,-36.888207,-10.744770,-36.859609,-10.755046,-36.062273,-10.154028,-36.090871,ISS065,E,439823,20211002,-12.3,-36.0,5836,2.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-439823.JPG
-10.164993,-54.052656,-10.731099,-53.938376,-10.582556,-53.171876,-10.016450,-53.286156,ISS063,E,31905,20200621,-12.2,-53.2,5496,12.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-31905.JPG
-10.193057,151.470958,-11.817539,151.421751,-12.116738,153.274569,-10.492255,153.323776,ISS061,E,157372,20200205,-10.1,149.5,36771,177.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-157372.JPG
-10.226775,-60.740917,-10.139288,-60.082699,-9.335944,-60.270865,-9.423430,-60.929083,ISS065,E,212051,20210729,-10.7,-63.8,6658,101.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-212051.JPG
-10.284772,40.825447,-10.544627,40.245642,-11.173750,40.431154,-10.913895,41.010959,ISS061,E,21266,20191029,-6.9,42.3,5028,-77.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-21266.JPG
-10.299730,40.846410,-10.645059,40.172146,-11.404602,40.396892,-11.059273,41.071156,ISS061,E,21264,20191029,-6.7,42.1,7177,-77.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS061/ISS061-E-21264.JPG
-10.375630,-77.254268,-11.034204,-77.944062,-11.889716,-77.196169,-11.231142,-76.506375,ISS065,E,231913,20210808,-10.3,-75.9,13163,-53.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-231913.JPG
-10.423714,-62.076886,-11.138439,-62.393275,-11.371099,-61.901446,-10.656374,-61.585058,ISS030,E,73789,20120205,-12.6,-60.4,5173,66.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS030/ISS030-E-73789.JPG
-10.462566,40.818944,-9.952477,39.644191,-10.588968,39.722225,-11.099057,40.896978,ISS052,E,33337,20170806,-16.9,42.5,8624,-84.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS052/ISS052-E-33337.JPG
-10.474878,-60.925767,-10.328686,-59.882433,-9.119088,-60.153018,-9.265280,-61.196351,ISS065,E,212050,20210729,-11.1,-64.1,15893,100.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-212050.JPG
-10.505531,30.141030,-11.054290,30.024252,-11.117655,30.970301,-10.568896,31.087080,ISS030,E,262015,20120421,-9.5,33.0,6409,170.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS030/ISS030-E-262015.JPG
-10.581768,142.505138,-11.842290,141.970995,-12.460637,143.906393,-11.200115,144.440536,ISS067,E,185213,20220711,-11.7,144.5,33631,157.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-185213.JPG
-10.785632,150.505068,-11.809519,150.966627,-11.617130,153.058749,-10.593244,152.597191,ISS066,E,84651,20211201,-10.9,155.2,27118,18.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-84651.JPG
-10.795318,40.209304,-11.980812,40.134097,-12.170474,40.602742,-10.984980,40.677949,ISS006,E,6031,20021208,-9.7,36.8,6919,83.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS006/ISS006-E-6031.JPG
-10.842731,150.720171,-11.789675,150.853661,-11.586898,152.830059,-10.639954,152.696569,ISS066,E,84649,20211201,-10.9,155.2,23078,5.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-84649.JPG
-10.894349,27.602538,-11.762374,28.901195,-7.933097,29.015667,-7.065071,27.717009,ISS067,E,75796,20220505,-3.7,27.5,61995,85.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-75796.JPG
-10.895595,24.498209,-11.669713,26.042839,-10.515192,26.550081,-9.741075,25.005451,ISS067,E,147875,20220622,-7.8,20.5,26494,77.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-147875.JPG
-11.028624,-67.248429,-11.753141,-67.141988,-11.177562,-65.606322,-10.453045,-65.712763,ISS066,E,101253,20211231,-9.8,-74.5,14274,5.8,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-101253.JPG
-11.086009,131.683037,-12.812019,132.103622,-11.669302,133.124655,-9.943292,132.704069,ISS066,E,100281,20211205,-11.5,130.9,27245,-74.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-100281.JPG
-11.155881,134.193368,-12.415183,133.862887,-13.022898,135.753887,-11.763596,136.084368,ISS066,E,182263,20220107,-11.2,134.1,31287,165.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-182263.JPG
-11.186662,40.784979,-10.771381,39.707826,-11.319445,39.778659,-11.734725,40.855812,ISS052,E,33336,20170806,-16.9,42.5,6817,-84.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS052/ISS052-E-33336.JPG
-11.197398,39.986908,-12.276641,40.584151,-11.942046,41.312370,-10.862803,40.715126,ISS021,E,15392,20091026,-11.9,41.4,11967,119.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS021/ISS021-E-15392.JPG
-11.217951,40.786462,-11.329718,40.260707,-12.233042,40.391581,-12.121276,40.917336,ISS068,E,57806,20230224,-8.7,40.0,5939,-80.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS068/ISS068-E-57806.JPG
-11.232144,-77.113804,-13.237630,-77.343235,-13.403561,-74.500087,-11.398075,-74.270656,ISS057,E,106436,20181128,-11.4,-75.8,69488,173.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS057/ISS057-E-106436.JPG
-11.234088,-53.147332,-11.321965,-53.965174,-12.100924,-54.057477,-12.013048,-53.239636,ISS060,E,46954,20190828,-10.9,-59.2,7632,266.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS060/ISS060-E-46954.JPG
-11.254390,28.097104,-11.833796,29.198985,-9.063936,29.513999,-8.484530,28.412119,ISS067,E,75798,20220505,-4.5,28.0,39449,78.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-75798.JPG
-11.304173,-77.166527,-12.272846,-77.502402,-12.842500,-76.748590,-11.873827,-76.412715,ISS049,E,38871,20161012,-17.6,-77.9,11166,-33.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS049/ISS049-E-38871.JPG
-11.316656,-77.042221,-11.695262,-77.600699,-12.671019,-77.047424,-12.292414,-76.488945,ISS065,E,8105,20210428,-9.0,-77.9,9144,-56.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-8105.JPG
-11.325023,141.819075,-11.275656,142.702993,-9.948603,142.582557,-9.997969,141.698638,ISS062,E,124393,20200404,-12.6,141.9,14358,95.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-124393.JPG
-11.344603,152.295335,-10.807072,152.067370,-11.021374,151.327992,-11.558905,151.555957,ISS066,E,107312,20220105,-12.0,152.2,5425,204.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-107312.JPG
-11.385150,17.195217,-11.753858,16.788641,-12.315018,17.354172,-11.946309,17.760748,ISS067,E,170316,20220629,-12.7,19.2,5295,-47.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-170316.JPG
-11.391669,-75.808018,-12.076137,-77.066826,-12.619406,-76.799797,-11.934938,-75.540990,ISS040,E,75439,20140723,-9.1,-76.8,10504,197.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS040/ISS040-E-75439.JPG
-11.407394,40.810405,-11.512229,40.274412,-12.451542,40.392919,-12.346707,40.928912,ISS068,E,57807,20230224,-8.8,40.0,6254,-81.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS068/ISS068-E-57807.JPG
-11.434748,33.839752,-14.386137,33.567179,-14.416346,35.552892,-11.464958,35.825465,ISS063,E,64114,20200801,-15.0,33.1,70876,264.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-64114.JPG
-11.452162,-55.408355,-11.056451,-55.839320,-11.595145,-56.562671,-11.990857,-56.131705,ISS065,E,178692,20210722,-11.2,-57.9,6294,221.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-178692.JPG
-11.464034,-55.433603,-11.076852,-55.858035,-11.601098,-56.557817,-11.988280,-56.133386,ISS065,E,178694,20210722,-11.1,-57.8,5991,222.2,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-178694.JPG
-11.465868,128.979250,-13.177995,129.650162,-12.162081,132.241572,-10.449955,131.570660,ISS067,E,121297,20220604,-10.0,131.4,62078,199.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-121297.JPG
-11.467091,38.644489,-12.256822,38.490327,-12.117152,39.815816,-11.327421,39.969978,ISS009,E,24358,20040924,-5.8,35.2,12436,169.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS009/ISS009-E-24358.JPG
-11.490579,-77.002789,-11.786168,-77.431028,-12.497417,-77.015115,-12.201828,-76.586877,ISS065,E,8111,20210428,-9.6,-77.5,5182,-57.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-8111.JPG
-11.491355,17.075652,-11.875587,16.676832,-12.427842,17.254998,-12.043610,17.653818,ISS067,E,170315,20220629,-12.6,19.2,5363,-46.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-170315.JPG
-11.514997,29.232346,-11.690221,30.004825,-10.833354,30.404638,-10.658130,29.632159,ISS064,E,36664,20210221,-12.2,27.3,8898,71.3,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS064/ISS064-E-36664.JPG
-11.524211,-54.857314,-12.002527,-54.569833,-11.662730,-53.865612,-11.184413,-54.153093,ISS063,E,31910,20200621,-12.7,-52.8,5274,31.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-31910.JPG
-11.557953,-76.968114,-11.853273,-77.396619,-12.552886,-76.982758,-12.257566,-76.554253,ISS065,E,8112,20210428,-9.6,-77.4,5114,-57.7,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-8112.JPG
-11.560520,-77.040027,-11.859199,-77.474463,-12.554866,-77.078132,-12.256187,-76.643696,ISS065,E,8110,20210428,-9.6,-77.5,5097,-58.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS065/ISS065-E-8110.JPG
-11.560660,41.194541,-11.308152,40.044788,-15.598383,40.033131,-15.850892,41.182884,ISS066,E,97985,20211229,-22.0,40.9,59438,-90.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS066/ISS066-E-97985.JPG
-11.572523,39.258613,-13.215988,39.335984,-13.293258,41.765171,-11.649793,41.687800,ISS062,E,115446,20200326,-15.1,40.1,48238,2.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS062/ISS062-E-115446.JPG
-11.593401,40.814299,-11.697333,40.267400,-12.667602,40.375992,-12.563670,40.922892,ISS068,E,57808,20230224,-8.8,40.1,6565,-82.9,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS068/ISS068-E-57808.JPG
-11.595316,-76.927607,-11.846806,-77.472793,-12.561171,-77.233417,-12.309681,-76.688231,ISS067,E,89626,20220528,-13.1,-78.5,5448,-73.4,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-89626.JPG
-11.606673,16.977578,-12.000828,16.567194,-12.548948,17.155485,-12.154793,17.565869,ISS067,E,170314,20220629,-12.6,19.1,5535,-46.5,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-170314.JPG
-11.638655,-52.962072,-11.692847,-53.788915,-12.448841,-53.874208,-12.394649,-53.047365,ISS060,E,46953,20190828,-10.9,-59.2,7519,266.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS060/ISS060-E-46953.JPG
-11.664564,-76.782110,-11.901774,-77.415933,-12.736353,-77.174227,-12.499143,-76.540404,ISS067,E,89627,20220528,-12.8,-78.3,7101,-76.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-89627.JPG
-11.680086,-55.595860,-12.171716,-55.291722,-11.846286,-54.468086,-11.354656,-54.772224,ISS063,E,31907,20200621,-12.5,-53.0,6113,29.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-31907.JPG
-11.708533,-76.873260,-13.736646,-75.780940,-13.878771,-74.122542,-11.850659,-75.214862,ISS023,E,28342,20100426,-19.0,-70.9,38766,43.0,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS023/ISS023-E-28342.JPG
-11.749750,16.868708,-12.177546,16.439883,-12.732233,17.058001,-12.304437,17.486826,ISS067,E,170313,20220629,-12.6,19.1,6082,-46.6,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS067/ISS067-E-170313.JPG
-11.788771,33.586260,-14.517100,33.744011,-14.349268,35.625958,-11.620939,35.468207,ISS063,E,64118,20200801,-14.7,33.4,62293,-87.1,https://eol.jsc.nasa.gov/DatabaseImages/ESC/large/ISS063/ISS063-E-64118.JPG
